"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value"
"1991","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","1"
"1997","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","2"
"1998","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","2"
"1999","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","1"
"2000","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","5"
"2001","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","3"
"2002","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","9"
"2003","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","1"
"2004","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","1"
"2005","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","2"
"2006","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","1"
"2007","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","20"
"2008","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","78"
"2009","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","70"
"2010","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","124"
"2011","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","125"
"2012","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","183"
"2013","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","167"
"2014","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","223"
"2015","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Used for heat pumps","364"
"1990","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Belgium","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Bulgaria","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","6"
"2008","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","7"
"2009","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","7"
"2010","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","8"
"2011","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","6"
"2012","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","7"
"2013","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","6"
"2014","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","6"
"2015","Czech Republic","Gigawatt-hour","Electrical energy","Used for heat pumps","6"
"1990","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","18"
"1995","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","16"
"1996","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","19"
"1997","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","15"
"1998","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","6"
"1999","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","13"
"2000","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","21"
"2001","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","19"
"2002","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","16"
"2003","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","17"
"2004","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","22"
"2005","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","19"
"2006","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","22"
"2007","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","24"
"2008","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","17"
"2009","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","15"
"2010","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","10"
"2011","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","7"
"2012","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","11"
"2013","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","10"
"2014","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","13"
"2015","Denmark","Gigawatt-hour","Electrical energy","Used for heat pumps","13"
"1990","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Estonia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Ireland","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Greece","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Spain","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","France","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","France","Gigawatt-hour","Electrical energy","Used for heat pumps","3"
"2013","France","Gigawatt-hour","Electrical energy","Used for heat pumps","6"
"2014","France","Gigawatt-hour","Electrical energy","Used for heat pumps","19"
"2015","France","Gigawatt-hour","Electrical energy","Used for heat pumps","34"
"1990","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2001","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2002","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2003","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2004","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2005","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2006","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2007","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2008","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2009","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2010","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2011","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2012","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2013","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2014","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2015","Croatia","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1990","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1991","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1992","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1993","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1994","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1995","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1996","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1997","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1998","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"1999","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
"2000","Italy","Gigawatt-hour","Electrical energy","Used for heat pumps","0"
