"TIME","GEO","UNIT","PRODUCT","INDIC_NRG","Value"
"2005","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","25,568"
"2006","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","26,235"
"2007","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","24,327"
"2008","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","27,876"
"2009","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","28,192"
"2010","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","35,568"
"2011","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","29,464"
"2012","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","28,392"
"2013","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","35,799"
"2014","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","36,821"
"2015","European Union (28 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","31,360"
"1990","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,612"
"1991","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,612"
"1992","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,566"
"1993","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,774"
"1994","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,311"
"1995","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,708"
"1996","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,784"
"1997","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,389"
"1998","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,235"
"1999","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","10,348"
"2000","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","25,183"
"2001","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","25,864"
"2002","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","22,418"
"2003","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","19,313"
"2004","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","22,586"
"2005","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","19,903"
"2006","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","20,602"
"2007","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","18,732"
"2008","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","22,306"
"2009","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","22,452"
"2010","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","29,180"
"2011","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","23,844"
"2012","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","22,362"
"2013","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","30,658"
"2014","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","30,206"
"2015","Euro area (19 countries)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","24,957"
"1990","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1991","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1992","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1993","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1994","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1995","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1996","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1997","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1998","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1999","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2000","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","236"
"2001","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","224"
"2002","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","181"
"2003","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","133"
"2004","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","170"
"2005","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","156"
"2006","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","190"
"2007","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","200"
"2008","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","207"
"2009","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","174"
"2010","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","162"
"2011","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","106"
"2012","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","182"
"2013","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","207"
"2014","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","169"
"2015","Belgium","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","159"
"1990","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1991","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1992","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1993","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1994","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1995","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1996","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1997","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","398"
"1998","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","448"
"1999","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","398"
"2000","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","386"
"2001","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","251"
"2002","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","317"
"2003","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","438"
"2004","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","458"
"2005","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","627"
"2006","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","618"
"2007","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","432"
"2008","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","417"
"2009","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","619"
"2010","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","838"
"2011","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","539"
"2012","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","599"
"2013","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","542"
"2014","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","1,102"
"2015","Bulgaria","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","844"
"1990","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1991","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1992","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1993","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1994","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1995","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1996","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1997","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1998","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1999","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","170"
"2000","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","110"
"2001","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","140"
"2002","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","208"
"2003","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","278"
"2004","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","416"
"2005","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","491"
"2006","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","474"
"2007","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","369"
"2008","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","333"
"2009","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","309"
"2010","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","388"
"2011","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","334"
"2012","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","334"
"2013","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","398"
"2014","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","355"
"2015","Czech Republic","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","361"
"1990","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"1991","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"1992","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"1993","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"1994","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","16"
"1995","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","13"
"1996","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","14"
"1997","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","10"
"1998","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"1999","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","14"
"2000","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","16"
"2001","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","14"
"2002","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","14"
"2003","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","11"
"2004","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"2005","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","11"
"2006","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"2007","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","17"
"2008","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","13"
"2009","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","10"
"2010","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"2011","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"2012","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"2013","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","11"
"2014","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","12"
"2015","Denmark","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","14"
"1990","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,932"
"1991","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,219"
"1992","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,002"
"1993","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,018"
"1994","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,662"
"1995","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,139"
"1996","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,012"
"1997","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,590"
"1998","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,408"
"1999","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,015"
"2000","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,867"
"2001","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,625"
"2002","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","3,780"
"2003","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","1,259"
"2004","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","1,638"
"2005","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","1,998"
"2006","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","1,999"
"2007","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,655"
"2008","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,414"
"2009","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,055"
"2010","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,553"
"2011","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","1,988"
"2012","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,554"
"2013","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","4,587"
"2014","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,613"
"2015","Germany (until 1990 former territory of the FRG)","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","2,532"
"1990","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1991","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1992","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1993","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1994","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1995","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1996","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1997","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1998","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1999","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2000","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2001","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2002","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2003","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2004","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2005","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2006","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2007","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2008","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2009","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2010","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2011","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2012","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2013","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2014","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"2015","Estonia","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","0"
"1990","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","72"
"1991","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","76"
"1992","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","83"
"1993","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","78"
"1994","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","93"
"1995","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","72"
"1996","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","72"
"1997","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","67"
"1998","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","90"
"1999","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","83"
"2000","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","83"
"2001","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","58"
"2002","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","87"
"2003","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","57"
"2004","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","71"
"2005","Ireland","Gigawatt-hour","Electrical energy","Gross electricity generation Main activity electricity only - Hydro 1-10 MW","54"
